type	id	pedigree	trait1	trait2	trait3
training	L1016	f68_X_m6	0.66065743274469	0.839439488424123	1.63282670242606
training	L1017	f69_X_m6	0.192676271557695	0.992039146542164	1.02421045612786
training	L1018	f70_X_m6	-0.00788708323671059	0.536696912187651	0.36530600303805
training	L1019	f71_X_m6	0.259530723155832	0.325596922852411	0.830722640538004
training	L1020	f197_X_m6	0.928075239137233	-0.00675793003571821	1.55245153430618
training	L1021	f72_X_m6	0.393239626352106	0.475748550149798	0.441096491336488
training	L1022	f73_X_m6	0.526948529548416	-0.203831941242525	-0.00633960498866855
training	L1023	f74_X_m6	0.259530723155832	0.90021565121064	0.616102316396106
training	L1024	f75_X_m6	0.125821819959563	0.0980594561446463	1.19699557689895
training	L1025	f76_X_m6	0.125821819959563	0.353605976171043	1.10702123540289
training	L1026	f77_X_m6	0.460094077950279	0.104989531263981	0.971056824447839
training	L1027	f78_X_m6	-1.01070385720883	0.42377298675458	0.728426972021751
training	L1028	f79_X_m6	0.593802981146553	0.629942721555546	1.34420678054099
training	L1029	f80_X_m6	-0.342159341227432	0.0434851145796872	-0.603565787355441
training	L1030	f81_X_m6	0.460094077950279	0.810124674658926	2.32654606791005
training	L1031	f82_X_m6	-0.00788708323671059	0.124047237842231	0.366022359260153
training	L1032	f83_X_m6	-0.0747415348348475	0.782404374181484	0.484149500284843
training	L1033	f84_X_m6	0.460094077950279	0.64890220268089	-0.535297039389086
training	L1034	f85_X_m6	0.99492969073537	-0.00675793003571821	0.257780934100465
training	L1035	f86_X_m6	-0.275304889629258	0.72003369810726	0.201332063798811
training	L1036	f87_X_m6	1.26234749712795	2.15802428537459	0.893761988082976
training	L1037	f88_X_m6	0.393239626352142	0.941796101926759	2.0248168271605
training	L1038	f89_X_m6	-0.409013792825563	-0.903336398602979	-0.293884992540593
training	L1039	f90_X_m6	0.125821819959563	-0.598058478460935	0.810234852585845
training	L1040	f91_X_m6	-0.00788708323671059	-0.905068917382836	-1.06590209310037
training	L1041	f92_X_m6	-0.342159341227432	-0.738747114518178	-0.932731471411515
training	L1042	f93_X_m6	-0.409013792825563	0.718301179327401	0.452379490410166
training	L1043	f94_X_m6	-0.542722696021837	-0.403504730619072	-0.0994659138620216
training	L1044	f95_X_m6	-0.409013792825563	-1.32433846210415	-0.352554567130775
training	L1045	f96_X_m6	-0.208450438031121	-0.571559052263589	-0.0389338130943585
training	L1046	f97_X_m6	0.526948529548416	0.0434170502079463	0.619540826262179
training	L1047	f98_X_m6	0.593802981146553	0.361402310680356	-0.569897044916646
training	L1048	f99_X_m6	0.593802981146553	0.0391538176300441	-0.470036987555584
training	L1049	f100_X_m6	0.593802981146553	1.01456189068008	0.714314754446348
training	L1050	f101_X_m6	0.192676271557695	-0.160085842051539	0.183781336357285
training	L1051	f102_X_m6	0.0589673683614264	-0.0336119711232329	0.626202939127717
training	L1052	f103_X_m6	-0.00788708323671059	-0.404370990009001	0.0860703476625314
training	L1053	f104_X_m6	0.326385174754005	0.140217413409505	-0.565885450072859
training	L1054	f105_X_m6	-0.409013792825563	-0.0604660122107476	-0.591960816557402
training	L1055	f106_X_m6	-0.00788708323671059	0.309426747285137	0.195887756510816
training	L1056	f107_X_m6	0.259530723155832	0.428970543094106	-0.347325166709443
training	L1057	f108_X_m6	0.794366335940959	-0.0838550157385923	1.37486682684698
training	L1058	f109_X_m6	1.19549304552982	0.633407759115214	0.787311453478596
training	L1059	f110_X_m6	-0.141595986432984	0.281706446807696	0.792111040166657
training	L1060	f111_X_m6	0.0589673683614264	0.408180317735999	1.38203038906801
training	L1061	f112_X_m6	0.125821819959563	0.00796847959293235	-0.0963855821069478
training	L1062	f113_X_m6	0.393239626352106	0.323286897523861	1.61823873642392
training	L1063	f114_X_m6	1.39605640032422	1.02668952213895	1.41928091261732
training	L1064	f115_X_m6	0.259530723155832	0.117983422112775	0.737309789175819
training	L1065	f116_X_m6	0.794366335940959	0.598757383518435	0.811882471896663
training	L1066	f117_X_m6	-0.609577147619974	0.394852488356595	-0.339803426377361
training	L1067	f118_X_m6	-0.208450438031121	0.916097073070408	0.570112246937115
training	L1068	f119_X_m6	0.393239626352106	0.266113777789115	0.5432488886083
training	L1069	f120_X_m6	0.526948529548416	-0.205564460022335	0.856941278266936
training	L1070	f121_X_m6	0.794366335940959	-0.533443639107094	0.678282036474584
training	L1071	f122_X_m6	-0.0747415348348475	0.570170823651061	0.445609535535717
training	L1072	f123_X_m6	0.259530723155832	0.500003813067573	1.91113109471282
training	L1073	f124_X_m6	0.393239626352106	-0.573291571043446	-0.596975310112124
training	L1074	f125_X_m6	-0.0747415348348475	-0.590616758841837	0.0651527459771514
training	L1075	f127_X_m6	0.460094077950279	-0.827971831679916	0.0650811103549309
training	L1076	f128_X_m6	0.192676271557695	0.815322230998452	2.14151125574098
training	L1077	f129_X_m6	-0.141595986432984	0.099791974924457	0.459291939377897
training	L1078	f130_X_m6	-0.0747415348348475	0.205475620494702	0.875351633174957
training	L1079	f131_X_m6	0.192676271557695	1.02409074396921	0.0299796554719293
training	L1080	f132_X_m6	0.460094077950279	-0.234584149584673	-0.486656451908346
training	L1081	f133_X_m6	0.259530723155832	0.386523832988011	-0.294601348762696
training	L1082	f134_X_m6	0.794366335940959	0.0937281591950466	-0.48063905964269
training	L1083	f135_X_m6	-0.00788708323671059	0.0212511232829572	-0.171173171694451
training	L1084	f136_X_m6	0.259530723155832	0.0171508291261032	-0.754716950219096
training	L1085	f137_X_m6	-0.4758682444237	-0.93278921786028	-0.849920692136488
training	L1086	f138_X_m6	-0.208450438031121	0.414532886306689	0.240158571036769
training	L1087	f139_X_m6	0.192676271557695	0.296432856436346	1.1881843953671
training	L1088	f140_X_m6	-0.676431599218111	-0.0873200532982623	-0.399762442167309
training	L1089	f141_X_m6	0.125821819959563	0.744288961024986	0.783013316145978
training	L1090	f142_X_m6	0.259530723155832	0.614869808170943	2.05390088977784
training	L1091	f143_X_m6	-0.00788708323671059	0.494355293133593	-0.202191396111496
training	L1092	f144_X_m6	0.125821819959563	0.233195920972144	-0.417169898364396
training	L1093	f145_X_m6	-0.876994954012519	-0.275298340910909	0.0286185786498935
training	L1094	f146_X_m6	-0.342159341227432	0.785291905192458	1.21397321936276
training	L1095	f147_X_m6	-0.4758682444237	-0.234584149584673	0.00304466152084249
training	L1096	f148_X_m6	-0.4758682444237	0.318522470879298	0.658438969122359
training	L1097	f149_X_m6	0.0589673683614264	0.565319771067536	0.501413685237489
training	L1098	f150_X_m6	0.125821819959563	-0.825373053510175	0.895337971771623
training	L1099	f151_X_m6	-0.409013792825563	0.520794038425631	0.0317705460271864
training	L1100	f152_X_m6	-0.141595986432984	0.214138214393945	-0.0286182834960844
training	L1101	f153_X_m6	0.460094077950279	0.448028249672354	-0.731650279867355
training	L1102	f154_X_m6	-0.542722696021837	0.269578815348783	0.117303478946187
training	L1103	f156_X_m6	-0.00788708323671059	-0.119598183150163	-0.0534758444030323
training	L1104	f157_X_m6	-0.342159341227432	0.325019416303669	-0.185786838625344
training	L1105	f158_X_m6	0.460094077950279	0.0158949978228211	0.0528314189569574
training	L1106	f159_X_m6	0.593802981146553	0.832647418796843	-0.585656881802915
training	L1107	f160_X_m6	0.125821819959563	0.216736992563683	0.0551953944899281
training	L1108	f161_X_m6	-0.409013792825563	0.562374489141796	1.29062333512774
training	L1109	f162_X_m6	0.727511884342827	0.451493287232024	1.24499144377981
training	L1110	f163_X_m6	-0.4758682444237	0.153933186794496	-0.745117776842923
training	L1111	f164_X_m6	0.393239626352106	0.0391538176300902	1.80905033306323
training	L1112	f165_X_m6	-0.141595986432984	1.04747974749705	1.3359686839868
training	L1113	f166_X_m6	-0.141595986432984	0.872495350733198	1.70983499630205
training	L1114	f167_X_m6	-0.342159341227432	0.129158828792406	0.507431077503144
training	L1115	f168_X_m6	0.326385174753969	-0.229386593245146	1.69522132937115
training	L1116	f169_X_m6	-0.542722696021837	0.0859318246857334	-0.543678407187712
training	L1117	f170_X_m6	0.0589673683614264	0.0356887800703741	1.2560949652224
training	L1118	f172_X_m6	0.66065743274469	0.217170122258649	0.0972455047272995
training	L1119	f173_X_m6	0.460094077950279	0.408180317735999	0.397613668654859
training	L1120	f174_X_m6	0.861220787539096	0.401250242616662	1.65173850668958
training	L1121	f175_X_m6	0.393239626352106	1.46415051404858	1.47336580738605
training	L1122	f176_X_m6	-1.21126721200324	-0.889476248364258	-1.45316426676892
training	L1123	f177_X_m6	-0.542722696021837	-0.0362107492929733	-0.204785769339536
training	L1124	f178_X_m6	0.99492969073537	0.882890463412203	2.34888543825725
training	L1125	f179_X_m6	0.192676271557695	1.02582326274902	0.732366931243317
training	L1126	f180_X_m6	0.192676271557695	1.25364948229802	0.558507276139076
training	L1127	f181_X_m6	0.727511884342827	1.34200794006987	1.52859687211016
training	L1128	f182_X_m6	0.326385174753969	-0.482334335101805	-1.0408607970034
training	L1129	f183_X_m6	0.259530723155832	0.0478164115292843	0.00556963830011157
training	L1130	f184_X_m6	0.727511884342827	0.393453908107397	1.04777857583499
training	L1131	f185_X_m6	-0.342159341227432	-0.853670860536313	-1.74780158091965
training	L1132	f186_X_m6	-0.0747415348348475	-0.147958210592675	-0.458217109890882
training	L1133	f187_X_m6	-0.208450438031121	0.449896593126846	1.86879444198656
training	L1134	f188_X_m6	-0.342159341227432	-0.359325501733169	-0.0135031672096984
training	L1135	f189_X_m6	-0.542722696021837	-0.387045802210611	-0.842398951804404
training	L1136	f190_X_m6	0.66065743274469	1.38185587200618	1.73197040356502
training	L1137	f191_X_m6	-0.676431599218111	-0.0102229675953883	0.175185061692048
training	L1138	f199_X_m6	0.526948529548416	-0.267793849839338	-0.106876103829763
training	L1139	f1_X_m7	0.326385174753969	-2.01041589892085	-0.18471230429219
training	L1140	f2_X_m7	0.125821819959563	-2.13688976984916	-0.199325971223083
training	L1141	f3_X_m7	-0.810140502414385	-1.51751430605633	-0.502631195661224
training	L1142	f192_X_m7	-0.208450438031121	-0.764734896215763	1.18016120567952
training	L1143	f4_X_m7	-0.876994954012519	-1.27236289870894	-0.280990580542736
training	L1144	f5_X_m7	-0.609577147619974	-2.18669968476955	-0.668539296700163
training	L1145	f6_X_m7	-0.542722696021837	-0.581087905552713	1.14061834221946
training	L1146	f7_X_m7	0.0589673683614264	-1.206527185075	1.99974435938689
training	L1147	f8_X_m7	-0.676431599218111	-1.09218094560556	0.230774304527208
training	L1148	f9_X_m7	0.0589673683614264	-0.660783769425374	1.39685896286551
training	L1149	f10_X_m7	-0.676431599218111	-1.10950613340395	0.579783055935508
training	L1150	f11_X_m7	-0.4758682444237	-0.652121175526131	1.27178316648645
training	L1151	f12_X_m7	-0.342159341227432	-1.20825970385485	0.648911431368406
training	L1152	f13_X_m7	-0.275304889629258	-1.35725631892108	0.759230289572184
training	L1153	f14_X_m7	0.0589673683614264	-0.776862527674627	0.981802167779388
training	L1154	f15_X_m7	0.0589673683614264	-1.88220950921264	0.381209111168708
training	L1155	f16_X_m7	-0.0747415348348475	-1.14588902778058	1.10544525171424
training	L1156	f17_X_m7	-0.609577147619974	-0.776862527674627	1.90676132175803
training	L1157	f18_X_m7	-0.275304889629258	-2.42968544364217	-0.202907752333599
training	L1158	f19_X_m7	-0.676431599218111	-1.15455162167978	-0.161072548962787
training	L1159	f20_X_m7	-0.141595986432984	-0.747409708417372	0.555283673139612
training	L1160	f21_X_m7	-0.676431599218111	-1.19439955361613	0.498404989104685
training	L1161	f22_X_m7	0.861220787539096	-2.1264946571701	-1.77602601607045
training	L1162	f23_X_m7	-0.275304889629258	-1.36591891282032	0.445466264291326
training	L1163	f24_X_m7	-1.01070385720883	-1.03847286343053	0.592390925444532
training	L1164	f25_X_m7	-0.676431599218111	-1.48199767106957	-0.30971646504908
training	L1165	f26_X_m7	0.259530723155832	-1.0904484268257	0.731865481887824
training	L1166	f27_X_m7	-0.275304889629258	-1.02634523197162	-0.0666567988897189
training	L1167	f28_X_m7	-0.676431599218111	-1.12033437577796	0.928863442966027
training	L1168	f29_X_m7	-0.342159341227432	-1.80424616411984	0.863603391132477
training	L1169	f30_X_m7	-0.342159341227432	-1.17360932825803	0.483504779684961
training	L1170	f31_X_m7	0.326385174753969	-1.60154146687854	1.27880345746304
training	L1171	f32_X_m7	-0.409013792825563	-1.73667793170609	-0.54754673078706
training	L1172	f33_X_m7	-0.141595986432984	-1.31740838698477	1.56993062612548
training	L1173	f34_X_m7	-0.342159341227432	-0.439887624995759	1.18940220094464
training	L1174	f35_X_m7	-0.208450438031121	-0.624400875048689	0.731292396910163
training	L1175	f36_X_m7	0.0589673683614264	-1.28795556772747	0.00985004563082144
training	L1176	f37_X_m7	-0.676431599218111	-2.27029371589684	-0.581000566359244
training	L1177	f38_X_m7	-0.409013792825563	-1.63619184247537	0.357282813350474
training	L1178	f39_X_m7	-1.27812166360137	-1.63445932369551	0.0675883571322925
training	L1179	f40_X_m7	0.460094077950279	-1.32607098088396	1.58440102181193
training	L1180	f41_X_m7	0.192676271557695	-1.00035745027403	1.29828834670422
training	L1181	f42_X_m7	-0.409013792825563	-0.870418541786008	1.09255083971644
training	L1182	f43_X_m7	-0.409013792825563	-1.35552380014127	-0.367383140928279
training	L1183	f44_X_m7	-0.676431599218111	-2.50418375117525	-0.808443666876779
training	L1184	f45_X_m7	-0.542722696021837	-2.42968544364217	-0.915538922081042
training	L1185	f47_X_m7	0.0589673683614264	-2.04073497756803	-0.326980650001726
training	L1186	f48_X_m7	0.0589673683614264	-1.86315180263444	-0.91976542379149
training	L1187	f49_X_m7	-0.542722696021837	-0.98303226247564	1.23023450560447
training	L1188	f50_X_m7	-0.275304889629258	-1.53570575324465	-0.924206832368498
training	L1189	f51_X_m7	0.125821819959563	-1.64225565820477	0.32146500224537
training	L1190	f52_X_m7	-0.542722696021837	-0.983898521865521	0.216303908840756
training	L1191	f53_X_m7	0.0589673683614264	-0.683306513563291	0.189154008023058
training	L1192	f55_X_m7	-0.409013792825563	-1.15455162167978	-0.326837378757285
training	L1193	f56_X_m7	0.259530723155832	-1.29835068040652	0.94096986311956
training	L1194	f57_X_m7	-0.609577147619974	-1.86575058080418	-0.384575690258754
training	L1195	f58_X_m7	-0.810140502414385	-1.66391214295281	0.25892710405584
training	L1196	f59_X_m7	-0.542722696021837	-1.54090330958417	0.320016721046591
training	L1197	f60_X_m7	-0.141595986432984	-0.813245422051265	0.429849698649448
training	L1198	f61_X_m7	-0.00788708323671059	-0.856558391547287	-0.269385609744695
training	L1199	f62_X_m7	-0.00788708323671059	-1.78822036540634	-0.485438646330801
training	L1200	f63_X_m7	-0.00788708323671059	-1.64485443637456	-0.39517776234586
training	L1201	f64_X_m7	-1.07755830880697	-2.47559719130793	-0.43228501465078
training	L1202	f65_X_m7	0.192676271557695	-0.965707074677203	0.837456389025764
training	L1203	f66_X_m7	-0.208450438031121	-1.31914090576463	-0.15706095411905
training	L1204	f67_X_m7	-0.275304889629258	-1.83716402093681	0.367240164837748
training	L1205	f68_X_m7	0.125821819959563	-1.13722643388139	0.794260108832965
training	L1206	f69_X_m7	-0.342159341227432	-1.15974917801931	-0.603692469688779
training	L1207	f71_X_m7	-0.342159341227432	-0.798085882727697	1.03538561319263
training	L1208	f72_X_m7	-0.342159341227432	-1.03847286343053	1.29126805572763
training	L1209	f73_X_m7	0.192676271557695	-1.62579672979631	0.207922541042128
training	L1210	f74_X_m7	-0.409013792825563	-0.839233203748896	-0.227550406373885
training	L1211	f75_X_m7	-0.542722696021837	-1.63099428613584	0.959953303005242
training	L1212	f76_X_m7	0.125821819959563	-1.42699019980965	0.978793471646534
training	L1213	f77_X_m7	-0.542722696021837	-1.81117623923922	-0.680645716853695
training	L1214	f78_X_m7	-1.01070385720883	-0.572425311653519	1.30416246772548
training	L1215	f79_X_m7	0.0589673683614264	-1.22038733531372	0.650702321923664
training	L1216	f80_X_m7	-0.810140502414385	-1.27756045504846	-0.937889236210678
training	L1217	f81_X_m7	-0.00788708323671059	-1.2463751170113	0.0263262387391933
training	L1218	f82_X_m7	-0.409013792825563	-1.65005199271409	-1.77179951436006
training	L1219	f83_X_m7	-0.876994954012519	-1.59634391053901	-1.2437733430484
training	L1220	f84_X_m7	0.526948529548416	-0.510920894969177	-0.456641126202237
training	L1221	f85_X_m7	0.259530723155832	-1.59634391053906	0.427485723116529
training	L1222	f86_X_m7	-0.943849405610656	-0.869552282396081	-0.535583581877968
training	L1223	f87_X_m7	0.125821819959563	-0.454614034624361	0.109137018014222
training	L1224	f88_X_m7	0.125821819959563	-1.15801665923949	2.12653941069904
training	L1225	f89_X_m7	-1.01070385720883	-3.02740442268701	-1.435470268083
training	L1226	f90_X_m7	-0.184148720899669	-1.60693404186471	0.199968777925763
training	L1227	f91_X_m7	-0.810140502414385	-2.33266439197112	-1.0788681407204
training	L1228	f92_X_m7	-0.4758682444237	-2.45740574411961	-0.603350880488831
training	L1229	f93_X_m7	-0.943849405610656	-0.840965722528707	-1.55839699579575
training	L1230	f94_X_m7	-1.21126721200324	-1.82330387069808	-0.169382281139193
training	L1231	f95_X_m7	-0.810140502414385	-3.04126457292573	-2.25942319474521
training	L1232	f96_X_m7	-0.609577147619974	-1.52184560300592	1.49220597602735
training	L1233	f97_X_m7	-0.542722696021837	-1.76093319462386	0.641103148547492
training	L1234	f98_X_m7	-0.342159341227432	-1.69509748098992	-0.357139246952226
training	L1235	f99_X_m7	-0.275304889629258	-2.14035480740882	-0.645042812615201
training	L1236	f100_X_m7	-0.275304889629258	-0.665981325764854	0.664313090143574
training	L1237	f101_X_m7	-0.810140502414385	-2.76925912449082	-0.245172769437632
training	L1238	f102_X_m7	-0.676431599218111	-1.63965688003503	0.963176906004707
training	L1239	f103_X_m7	-0.141595986432984	-1.63099428613584	0.12504012614488
training	L1240	f104_X_m7	-1.07755830880697	-1.78345593876178	0.82069365342856
training	L1241	f105_X_m7	-0.542722696021837	-1.85189043056546	-1.08001431067577
training	L1242	f106_X_m7	-0.4758682444237	-1.85102417117553	-0.0430886791825363
training	L1243	f107_X_m7	0.125821819959563	-1.93591759138772	-0.496398896528958
training	L1244	f108_X_m7	0.125821819959563	-1.96883544820468	0.101615277682139
training	L1245	f109_X_m7	0.125821819959563	-2.07278657499507	0.879506499263135
training	L1246	f110_X_m7	-0.208450438031121	-0.910266473722317	0.431067504227045
training	L1247	f111_X_m7	-0.943849405610693	-1.24117756067183	0.651561949390158
training	L1248	f112_X_m7	-0.141595986432984	-2.67483685098951	-0.687666007830286
training	L1249	f113_X_m7	-0.141595986432984	-1.21345726019438	1.38998194313331
training	L1250	f114_X_m7	0.192676271557695	-0.80285030937226	0.986243576356396
training	L1251	f115_X_m7	-0.0747415348348475	-1.8752794340933	0.590958213000326
training	L1252	f116_X_m7	-0.0747415348348475	-1.30008319918638	0.884950806551127
training	L1253	f117_X_m7	-1.27812166360137	-1.32000716515451	0.370678674703822
training	L1254	f118_X_m7	-1.1444127604051	-1.4005692884171	-0.168522653672649
training	L1255	f119_X_m7	0.0589673683614264	-1.65784832722335	0.314014897535508
training	L1256	f120_X_m7	-0.542722696021837	-1.71588770634803	-0.552776131208392
training	L1257	f121_X_m7	0.259530723155832	-1.56255979433216	0.119882361345768
training	L1258	f122_X_m7	-0.00788708323671059	-1.07485575780716	0.972632808136487
training	L1259	f123_X_m7	-0.275304889629258	-0.921527845791297	0.833588065426365
training	L1260	f124_X_m7	-0.676431599218111	-2.31707172295254	-1.07170457849937
training	L1261	f125_X_m7	-0.609577147619974	-1.72758220811193	-0.180772345070622
training	L1262	f126_X_m7	0.0589673683614264	-0.754339783536709	0.101257099571088
training	L1263	f127_X_m7	-0.743286050816248	-2.23564334030006	0.256992942256142
training	L1264	f128_X_m7	-0.00788708323671059	-1.09391346438541	0.604425709975845
training	L1265	f129_X_m7	0.125821819959563	-1.32866975905375	0.506428178792211
training	L1266	f130_X_m7	-1.07755830880697	-1.45600988937198	-0.655429977835697
training	L1267	f131_X_m7	0.259530723155832	-0.0855875345184029	0.697695290093589
training	L1268	f132_X_m7	-0.676431599218111	-2.13515725106934	0.291091498428258
training	L1269	f133_X_m7	-0.208450438031121	-0.544705011176075	0.2866500898512
training	L1270	f134_X_m7	0.593802981146553	-1.79038601388111	-0.223538811530147
training	L1271	f135_X_m7	-1.01070385720883	-1.24464259823149	0.158135783606014
training	L1272	f136_X_m7	0.526948529548416	-2.99102152831037	-2.48084890299703
training	L1273	f137_X_m7	-0.743286050816248	-2.98669023136077	-1.64865787978069
training	L1274	f138_X_m7	-0.609577147619974	-1.67430725563186	0.0256815181393106
training	L1275	f139_X_m7	-0.275304889629258	-1.27063037992908	1.20265479105355
training	L1276	f140_X_m7	-0.943849405610656	-1.98182933905348	-0.129624510812522
training	L1277	f141_X_m7	-0.141595986432984	-1.14415650900077	0.144525015386104
training	L1278	f142_X_m7	-0.141595986432984	-1.14415650900077	0.815535888629399
training	L1279	f143_X_m7	-0.275304889629258	-1.38844165695824	0.990470078066793
training	L1280	f144_X_m7	-0.275304889629258	-0.934521736640091	-0.13413755501175
training	L1281	f145_X_m7	-1.54553946999396	-1.51491552788654	-1.15007394919739
training	L1282	f146_X_m7	-0.743286050816248	-2.12129710083062	-0.417313169608837
training	L1283	f147_X_m7	-0.409013792825563	-2.0000207862418	1.34141299127479
training	L1284	f148_X_m7	-0.810140502414385	-1.46640500205104	-0.0824166357759376
training	L1285	f149_X_m7	-0.4758682444237	-1.02807775075147	-0.0719578349332726
training	L1286	f150_X_m7	-0.141595986432984	-2.53883412677208	-1.4384789642158
training	L1287	f151_X_m7	-1.21126721200324	-1.40403432597677	-0.231418729973281
training	L1288	f152_X_m7	-0.542722696021837	-2.04593253390756	-1.64364338622597
training	L1289	f153_X_m7	-0.342159341227432	-1.00512187691859	0.706434836003215
training	L1290	f154_X_m7	-0.4758682444237	-0.92066158640137	0.350405793618325
training	L1291	f155_X_m7	-1.1444127604051	-2.03640368061843	-1.01969065971623
training	L1292	f156_X_m7	-0.4758682444237	-0.944916849319144	0.705575208536673
training	L1293	f157_X_m7	-1.01070385720883	-1.41269691987596	-0.0834911701090916
training	L1294	f158_X_m7	-0.141595986432984	-1.56862361006157	1.96364000579295
training	L1295	f159_X_m7	0.259530723155832	-0.480601816321995	0.39324389570002
training	L1296	f160_X_m7	-0.275304889629258	-0.768199933775433	0.797841889943482
training	L1297	f161_X_m7	-0.676431599218111	-1.19266703483627	-0.109065087238193
training	L1298	f162_X_m7	0.0589673683614264	-1.17447558764796	1.57437203470249
training	L1299	f163_X_m7	-0.810140502414385	-1.49759034008815	0.392240996989087
training	L1300	f164_X_m7	0.125821819959563	-1.37544776610939	0.200615707576708
training	L1301	f165_X_m7	-0.810140502414385	-0.374918170751746	1.26075128066607
training	L1302	f166_X_m7	-0.275304889629258	-1.00035745027403	-0.529852732101143
training	L1303	f167_X_m7	-0.943849405610656	-1.42482455133487	0.59396690913313
training	L1304	f168_X_m7	0.192676271557695	-1.71242266878831	0.814461354296242
training	L1305	f169_X_m7	-1.27812166360137	-1.33646609356302	-0.578421683959663
training	L1306	f170_X_m7	-0.409013792825563	-1.68383610892094	-0.905223392482766
training	L1307	f171_X_m7	0.0589673683614264	-1.36418639404046	-0.497330159617672
training	L1308	f172_X_m7	-0.409013792825563	-1.81117623923922	0.702279969915038
training	L1309	f173_X_m7	-0.141595986432984	-0.976102187356256	1.22199640905034
training	L1310	f175_X_m7	0.0589673683614264	-0.636528506507599	1.2626138068435
training	L1311	f176_X_m7	-0.342159341227432	-2.27722379101623	-1.42601436595122
training	L1312	f177_X_m7	-1.07755830880697	-1.77306082608272	0.408717190097457
training	L1313	f178_X_m7	0.393239626352106	0.0235611486115099	2.51236887192338
training	L1314	f179_X_m7	-0.609577147619974	-1.19613207239594	-0.209713136443578
training	L1315	f180_X_m7	-0.208450438031121	-0.610540724809968	0.710876244580224
training	L1316	f181_X_m7	0.393239626352106	-0.470206703642941	0.417456736007085
training	L1317	f182_X_m7	-0.00788708323671059	-2.4452781126607	-1.90454032231564
training	L1318	f183_X_m7	-0.409013792825563	-1.03674034465067	0.278197086430403
training	L1319	f184_X_m7	0.393239626352106	-2.14165419649372	-0.368959124616927
training	L1320	f185_X_m7	-0.609577147619974	-1.88567454677236	-1.45903838779018
training	L1321	f186_X_m7	-0.409013792825563	-1.90733103152034	-0.245745854415294
training	L1322	f187_X_m7	-0.141595986432984	-0.868686023006151	1.25100883604546
training	L1323	f188_X_m7	-0.342159341227432	-1.47680011473004	-0.902071425105524
training	L1324	f189_X_m7	-0.943849405610656	-1.62579672979631	0.0500376296907653
training	L1325	f190_X_m7	-0.342159341227432	-0.730084520618983	1.28883244457248
training	L1326	f191_X_m7	-0.0747415348348475	-1.20132962873547	0.361222772572042
training	L1327	f199_X_m7	-0.342159341227432	-1.23944504189197	0.969767383248074
training	L1328	f1_X_m8	-0.743286050816248	-1.05233301366925	-0.077831955954487
training	L1329	f2_X_m8	-0.275304889629258	-1.48199767106957	-0.962961703984236
training	L1330	f3_X_m8	-0.542722696021837	-1.01595011929261	-0.802927723966564
training	L1331	f192_X_m8	0.460094077950279	-0.629598431388216	-1.02148800733003
training	L1332	f4_X_m8	-0.743286050816248	-1.22211985409357	-0.675559587676753
training	L1333	f5_X_m8	-0.542722696021837	-1.61366909833745	-0.234212519239473
training	L1334	f6_X_m8	-0.409013792825563	-1.06792568268778	-0.0428737723159264
training	L1335	f7_X_m8	0.125821819959563	-0.908533954942506	-0.206489533444114
training	L1336	f8_X_m8	-0.810140502414385	-0.801117790592401	-0.217521419264492
training	L1337	f9_X_m8	-0.275304889629258	-0.955311961998198	-0.698626258028442
training	L1338	f10_X_m8	-0.409013792825563	-0.80285030937226	0.258568925944789
training	L1339	f11_X_m8	-1.21126721200324	-0.425161215367108	-0.0573441680023783
training	L1340	f12_X_m8	-0.676431599218111	-1.01075256295308	0.031484003538306
training	L1341	f13_X_m8	0.460094077950279	-1.02114767563209	1.04713385523511
training	L1342	f14_X_m8	-0.342159341227432	-1.00555500661356	-0.695617561895641
training	L1343	f15_X_m8	-0.409013792825563	-1.68296984953106	-0.617463098064231
training	L1344	f16_X_m8	-0.4758682444237	-0.735282076958461	1.02621625354973
training	L1345	f18_X_m8	-0.342159341227432	-1.13289513693179	-0.458933466112985
training	L1346	f19_X_m8	-0.810140502414385	-0.98822981881512	0.407141206408811
training	L1347	f20_X_m8	-0.00788708323671059	-0.641726062847126	0.518821141434574
training	L1348	f21_X_m8	-0.542722696021837	-0.492729447780856	-0.254074764775374
training	L1349	f22_X_m8	0.393239626352106	-0.589750499451907	0.466885315332149
training	L1350	f23_X_m8	-0.409013792825563	-1.15628414045964	0.391667912011424
training	L1351	f24_X_m8	-1.21126721200324	-1.41962699499535	-0.412728489787386
training	L1352	f25_X_m8	-0.676431599218111	-1.41442943865582	0.446970612357703
training	L1353	f26_X_m8	0.526948529548416	-0.861755947886814	-0.384718961503195
training	L1354	f27_X_m8	-0.342159341227432	-0.896406323483596	-0.419104060164094
training	L1355	f28_X_m8	-0.542722696021837	-0.542972492396218	-0.0423006873382142
training	L1356	f29_X_m8	-0.141595986432984	-1.08871590804589	-0.159066751540919
training	L1357	f30_X_m8	-0.542722696021837	-0.742212152077848	-0.24947090677025
training	L1358	f31_X_m8	-0.4758682444237	-0.877348616905394	0.680216198274283
training	L1359	f32_X_m8	-0.609577147619974	-1.25503771091055	-1.7578305680291
training	L1360	f33_X_m8	-0.275304889629258	-1.2463751170113	0.0625022279553502
training	L1361	f34_X_m8	-0.409013792825563	-0.089052572078119	0.837528024647931
training	L1362	f35_X_m8	-0.609577147619974	-0.393109617940067	0.57562818984733
training	L1363	f36_X_m8	-0.409013792825563	-0.872151060565867	-0.344173199332199
